patient,paired_normal,paired_tumor
TCGA-AF-2691,6679.49986988,18873.0997934
TCGA-AF-2692,4434.14933505,16755.423870299994
TCGA-AF-3400,5355.73817135,16964.3917417
TCGA-AF-5654,17584.244516900002,12527.782199299998
TCGA-AG-3725,7567.05673443,13292.3773995
TCGA-AG-3731,5896.00769036,5442.74235047
TCGA-AG-3732,3612.05907595,6915.92027558
TCGA-AG-3742,4808.91435324,31873.2820301
TCGA-AH-6643,13919.373130000002,12687.9840178
