patient,paired_normal,paired_tumor
TCGA-W5-AA2I,3101.69849009,101093.00598
TCGA-ZU-A8S4,0.0,16996.7665351
TCGA-W5-AA31,1312.85369099,10945.9176486
TCGA-W5-AA30,10608.5439698,68313.9141288
TCGA-W5-AA2Q,7768.74014341,43616.3635511
TCGA-W5-AA2X,10247.3490474,60138.5102237
TCGA-W5-AA2R,0.0,32847.4356857
TCGA-W5-AA34,0.0,31278.701763300003
TCGA-W5-AA2U,1634.18452558,30878.8690258
