patient,paired_normal,paired_tumor
TCGA-MY-A5BF,2993.71618972,10154.0270713
TCGA-FU-A3EO,13948.535020200005,17959.217183400004
TCGA-HM-A3JJ,8234.54051697,28052.5858473
